Player,Conference,School,Yr,Pos,Draft,Pick,IP,PA,Pitches,K%,BB%,K%-BB%,AVG,OBP,SLG,wOBA,GO%,FO%,ERA,FIP
"Salinas, Ricardo",Conference USA,Rice,Jr,P,,,11.1,53,97,20.75,7.55,13.2,0.292,0.358,0.542,0.383,32.08,11.32,7.15,6.03
"Salisbury, Gerry",Mid American,Ohio,Sr,P,,,82,367,359,16.35,6.27,10.08,0.291,0.335,0.422,0.324,20.98,25.89,4.94,3.82
"Salzman, Braydon",West Coast,Loyola Marymount,So,P,,,6.1,31,111,16.13,9.68,6.45,0.296,0.419,0.519,0.412,16.13,29.03,11.37,6.1
"Sampen, Caleb",Horizon,Wright St.,So,P,2018,614,47,198,487,16.67,7.07,9.6,0.227,0.298,0.295,0.266,33.84,18.18,3.26,2.96
"Sampson, Justice",Mid-Eastern,N.C. Central,Sr,P,,,41,186,242,26.34,6.99,19.35,0.283,0.333,0.384,0.308,20.97,13.98,3.95,2.95
"Sanburn, Chandler",Missouri Valley,Wichita St.,Sr,P,2018,269,33.2,137,571,38.69,8.76,29.93,0.205,0.285,0.352,0.281,11.68,20.44,2.94,3.18
"Sanchez, J",Mid-Eastern,Delaware St.,Fr,P,,,35.2,179,310,14.53,8.94,5.59,0.322,0.385,0.461,0.361,18.99,24.02,6.56,4.11
"Sanchez, Sebastian",Big West,Long Beach St.,Sr,P,,,28.1,131,442,14.5,12.98,1.52,0.273,0.382,0.4,0.347,23.66,22.9,6.67,5.32
"Sanchez, Thomas",Southwestern,Ark. Pine Bluff,Jr,P,,,23.1,122,149,10.66,13.93,-3.27,0.32,0.426,0.45,0.384,15.57,29.51,9.26,5.74
"Sande, Ryan",Big South,Radford,Jr,P,,,49.2,220,711,12.73,11.82,0.91,0.239,0.355,0.337,0.314,20.91,30,3.62,4.87
"Sanders, Cam",SEC,LSU,Jr,P,2018,368,38.2,174,680,27.59,13.79,13.8,0.204,0.339,0.324,0.303,14.37,22.99,5.59,4.01
"Sanders, Travis",Mountain West,San Jose St.,Jr,P,,,1.2,18,11,11.11,27.78,-16.67,0.615,0.722,1,0.683,5.56,11.11,21.6,12.31
"Sanders, Trevor",Southwestern,Alabama A&M,Fr,P,,,7,41,88,7.32,14.63,-7.31,0.375,0.488,0.719,0.494,17.07,24.39,11.57,11.29
"Sanderson, Blake",Conference USA,Fla. Atlantic,Jr,P,,,47.2,221,686,21.27,7.69,13.58,0.289,0.357,0.416,0.338,13.12,28.96,4.91,4.21
"Sandlin, Nick",Conference USA,Southern Miss,Jr,P,2018,67,102.1,388,1332,37.11,4.64,32.47,0.156,0.214,0.199,0.189,25,14.43,1.06,1.4
"Sands, Cole",ACC,Florida St,Jr,P,2018,154,75.1,318,828,27.67,7.86,19.81,0.211,0.289,0.364,0.286,22.01,19.81,4.54,3.85
"Santa Cruz, JJ",Mountain West,Fresno St.,Sr,P,,,13.1,73,259,26.03,10.96,15.07,0.397,0.466,0.603,0.453,13.7,12.33,10.8,5.28
"Santana, Christian",Conference USA,FIU,Fr,P,,,28,134,124,23.88,20.15,3.73,0.202,0.381,0.232,0.3,18.66,16.42,5.79,4.18
"Santana, Tyler",ASUN,Jacksonville,So,P,,,88.2,375,1346,15.47,8,7.47,0.268,0.331,0.351,0.301,28.27,21.87,3.76,3.73
"Santoro, Joe",Patriot,Army,So,P,,,12.2,58,178,20.69,15.52,5.17,0.234,0.362,0.404,0.337,12.07,29.31,7.11,4.7
"Santos, Avery",AAC,UConn,Jr,P,,,6.2,35,134,11.43,8.57,2.86,0.375,0.429,0.688,0.462,20,25.71,8.1,3.31
"Santos, Joey",Mid-Eastern,Norfolk St.,Fr,P,,,40,179,610,21.79,16.2,5.59,0.199,0.352,0.248,0.288,13.41,27.93,2.7,4.15
"Sapsford, Tyler",Ivy League,Yale,So,P,,,19.2,92,232,11.96,14.13,-2.17,0.26,0.38,0.403,0.349,27.17,22.83,4.58,5.7
"Sara, Jamie",Colonial,William & Mary,So,P,,,34,163,224,23.31,12.27,11.04,0.256,0.38,0.353,0.333,20.86,16.56,6.35,4.15
"Sasaki, Jared",Big West,UC Davis,Fr,P,,,76.2,336,1021,9.82,2.98,6.84,0.313,0.333,0.408,0.319,24.4,30.36,4.34,3.65
"Satriale, Greg",American East,Binghamton,So,INF,,,6.1,31,92,25.81,9.68,16.13,0.333,0.387,0.407,0.345,6.45,25.81,1.42,2
"Satterly, TJ",OVC,Morehead St.,Jr,P,,,58.2,258,959,23.26,10.08,13.18,0.252,0.345,0.541,0.371,22.48,17.44,6.29,6.63
"Sauer, Andrew",Patriot,Navy,Jr,P,,,66.2,289,834,15.92,7.96,7.96,0.244,0.325,0.312,0.287,29.41,20.07,3.1,3.84
"Saunders, Elijah",Southwestern,Grambling,Sr,P,,,28,150,432,8,14.67,-6.67,0.342,0.473,0.556,0.441,20,23.33,9,7.93
"Saurez, Chris",Southwestern,Texas Southern,Sr,INF,,,43,181,631,19.89,8.29,11.6,0.205,0.287,0.353,0.279,17.68,30.94,2.93,4.08
"Sausville, Shawn",Mid-Eastern,Savannah St.,Sr,P,,,7.1,47,138,14.89,19.15,-4.26,0.3,0.511,0.3,0.392,17.02,12.77,9.82,7.51
"Saviano, John",ASUN,NJIT,Sr,P,,,14.1,77,96,16.88,18.18,-1.3,0.276,0.429,0.379,0.365,24.68,12.99,7.53,4.92
"Savino, Dominic",American East,Albany (NY),Jr,P,,,79.1,352,465,19.6,9.09,10.51,0.257,0.335,0.332,0.299,28.69,16.48,3.63,3.54
"Sawrie, Nathan",Southwestern,Ark. Pine Bluff,Sr,P,,,52,254,524,10.63,11.02,-0.39,0.327,0.413,0.514,0.396,17.32,28.74,7.96,5.88
"Sawyer, AJ",Big West,UC Riverside,Sr,OF,,,24,113,377,10.62,8.85,1.77,0.289,0.363,0.464,0.354,27.43,23.01,4.88,5.94
"Sawyer, Corey",Big East,Seton Hall,So,P,,,27.2,121,421,29.75,9.09,20.66,0.243,0.322,0.408,0.315,14.05,20.66,3.9,4.43
"Sawyer, Josh",Big 12,Texas,Jr,P,2018,488,31.2,136,229,24.26,15.44,8.82,0.208,0.353,0.34,0.313,20.59,16.91,3.69,4.78
"Saxton, Will",Conference USA,FIU,Fr,UT,,,18,95,201,24.21,13.68,10.53,0.303,0.4,0.395,0.35,14.74,16.84,4,3.81
"Scafidi, Christian",Ivy League,Penn,So,P,,,61.2,268,348,19.4,8.21,11.19,0.282,0.351,0.424,0.337,20.52,23.88,4.52,3.83
"Scalzo, Jr., Frank",Mountain West,San Jose St.,Fr,P,,,8.2,42,113,19.05,7.14,11.91,0.324,0.381,0.459,0.36,16.67,23.81,6.23,2.66
"Scanlon, Colin",Atlantic 10,La Salle,Fr,P,,,18.2,91,275,26.37,15.38,10.99,0.307,0.418,0.52,0.4,17.58,13.19,7.71,4.41
"Schaefer, Luke",Mid American,Toledo,Jr,P,,,17.2,90,239,11.11,10,1.11,0.35,0.422,0.5,0.399,15.56,31.11,9.68,5.24
"Schaenzer, Brad",SEC,Kentucky,Sr,P,,,37.2,184,585,20.11,8.7,11.41,0.354,0.408,0.512,0.394,14.67,22.83,6.93,4.63
"Schaller, Reid",SEC,Vanderbilt,Fr,P,2018,101,28.2,131,500,29.77,6.87,22.9,0.284,0.344,0.414,0.327,18.32,15.27,3.77,2.58
"Schanuel, Brady",Big 10,Iowa,Jr,P,2018,815,53,260,948,25,16.54,8.46,0.246,0.385,0.396,0.347,14.62,20.38,5.94,4.69
"Scharf, Ryan",Conference USA,Middle Tenn,Jr,P,,,6.2,43,109,9.3,44.19,-34.89,0.182,0.581,0.455,0.473,13.95,18.6,14.85,16.21
"Scheer, Joshua",AAC,Memphis,Jr,P,,,11.2,56,212,26.79,23.21,3.58,0.182,0.393,0.205,0.305,19.64,17.86,7.71,4.22
"Scheidler, Nick",Pac 12,UCLA,So,P,,,34,154,616,20.78,11.69,9.09,0.26,0.364,0.389,0.335,22.73,19.48,3.97,4.74
"Scherzer, Luke",ACC,Virginia Tech,Sr,P,,,25,116,423,16.38,6.9,9.48,0.307,0.371,0.386,0.333,27.59,16.38,5.76,3.59
"Scheuer, Ian",Metro Atlantic,Manhattan,So,P,,,2,19,78,5.26,42.11,-36.85,0.143,0.526,0.143,0.375,10.53,15.79,13.5,15.65
"Schilleci, Blake",SEC,Auburn,Jr,P,,,5.2,31,98,9.68,9.68,0,0.32,0.419,0.64,0.437,16.13,29.03,9.53,9.88
"Schilling, Hayden",Mountain West,New Mexico,Jr,INF,,,2.2,12,44,33.33,25,8.33,0.111,0.333,0.222,0.276,16.67,16.67,3.38,3.6
"Schimmoeller, Tanner",AAC,Cincinnati,Jr,P,,,7.1,47,189,8.51,23.4,-14.89,0.364,0.553,0.455,0.454,10.64,25.53,17.18,7.94
"Schindler, Rafe",Southland,New Orleans,Fr,P,,,19,83,252,13.25,14.46,-1.21,0.127,0.325,0.206,0.268,26.51,26.51,3.32,5.67
"Schipper, Lowell",Atlantic 10,Richmond,So,P,,,29,144,326,19.44,16.67,2.77,0.268,0.403,0.527,0.394,13.19,24.31,7.45,7.25
"Schkade, Parker",Sun Belt,UT Arlington,So,P,,,3,16,44,6.25,6.25,0,0.357,0.438,0.5,0.408,12.5,37.5,6,4.48
"Schlimm, Brandon",Atlantic 10,St. Bonaventure,Sr,P,,,59,303,825,15.84,11.55,4.29,0.331,0.413,0.476,0.382,19.47,20.79,7.32,4.93
"Schmid, Colin",Sun Belt,Appalachian St.,Jr,P,2018,393,85,363,1027,22.87,9.09,13.78,0.263,0.336,0.345,0.302,23.14,18.18,4.66,3.18
"Schmidt, Colten",Sun Belt,Louisiana,Sr,P,2018,696,106.1,417,1423,21.58,2.16,19.42,0.214,0.254,0.299,0.243,25.18,26.38,2.45,2.71
"Schmidt, Jack",Ivy League,Dartmouth,Fr,P,,,3,19,67,10.53,21.05,-10.52,0.25,0.474,0.25,0.36,15.79,21.05,9,7.81
"Schmidt, Kaleb",Southland,Central Ark.,So,P,,,14.1,64,64,20.31,14.06,6.25,0.308,0.422,0.462,0.385,15.63,20.31,6.28,4.57
"Schmit, Ryan",Big East,Butler,Fr,P,,,1,5,NA,20,20,0,0.25,0.4,0.25,0.314,40,0,0,4.15
"Schmitt, Casey",Mountain West,San Diego St.,Fr,UT,,,32,122,429,19.67,6.56,13.11,0.157,0.221,0.167,0.182,28.69,26.23,0.28,2.58
"Schmitt, Kaden",Western Athletic,Utah Valley,Sr,P,,,63.1,284,807,16.2,6.69,9.51,0.27,0.342,0.414,0.326,22.89,23.59,4.41,4.19
"Schmitt, Logan",Mid American,Miami (OH),Fr,P,,,0.1,2,12,0,0,0,0.5,0.5,0.5,0.439,0,50,27,3.15
"Schmitt, Ryan",Big 10,Illinois,So,P,,,33,149,489,14.77,10.74,4.03,0.273,0.349,0.469,0.348,20.13,27.52,6.27,5.33
"Schneider, Cam",Big West,Cal Poly,Jr,P,,,28.1,132,540,19.7,16.67,3.03,0.248,0.409,0.343,0.349,17.42,22.73,6.67,4.75
"Schneider, Dylan",Sun Belt,UT Arlington,Jr,P,,,23.1,115,323,11.3,13.91,-2.61,0.286,0.391,0.396,0.345,23.48,21.74,7.33,5.05
"Schneider, Grant",Pac 12,Arizona St.,Sr,P,,,13,71,224,16.9,12.68,4.22,0.327,0.465,0.455,0.406,22.54,12.68,9.69,4.76
"Schneider, Nathan",West Coast,Saint Marys (CA),Fr,P,,,13.2,58,204,20.69,17.24,3.45,0.136,0.328,0.182,0.26,31.03,13.79,0,4.28
"Schneider, Peyton",Southwestern,Texas Southern,Jr,P,,,70.2,349,874,12.61,10.89,1.72,0.321,0.41,0.407,0.36,30.09,13.75,5.73,4.59
"Schneider, Zach",Conference USA,Fla. Atlantic,Jr,P,,,31,138,509,15.22,10.14,5.08,0.252,0.348,0.328,0.306,27.54,21.74,2.61,3.95
"Schnell, Alex",ACC,Clemson,Sr,P,,,8.2,40,31,10,15,-5,0.281,0.425,0.469,0.393,25,22.5,5.19,6.68
"Schniederjans, Ben",ACC,Georgia Tech,Sr,P,,,7,38,131,10.53,5.26,5.27,0.419,0.5,0.613,0.47,15.79,21.05,11.57,6.43
"Schnitz-Paxton, Layne",Mid American,Toledo,So,P,,,28.2,154,474,13.64,25.32,-11.68,0.298,0.506,0.385,0.411,22.08,11.69,9.42,7.58
"Schoch, Stephen",American East,UMBC,So,P,,,57.2,236,610,30.08,8.05,22.03,0.204,0.284,0.282,0.255,21.61,17.8,1.72,2.43
"Schoenle, Garrett",AAC,Cincinnati,Fr,P,,,9,36,160,36.11,25,11.11,0.038,0.306,0.154,0.249,11.11,22.22,3,5.04
"Schoff, Tyler",Northeast,Bryant,Fr,P,,,1,4,19,25,0,25,0.25,0.25,0.25,0.22,25,25,0,1.15
"Schragger, Ben",Conference USA,Rice,Jr,P,,,1,6,13,0,0,0,0.4,0.5,1,0.602,33.33,16.67,18,19.15
"Schramm, Trey",Big East,Xavier,Jr,P,,,18,78,280,19.23,8.97,10.26,0.275,0.359,0.42,0.343,26.92,17.95,4,5.15
"Schrand, Jake",Horizon,Wright St.,Fr,P,,,11,62,217,24.19,20.97,3.22,0.34,0.5,0.489,0.437,6.45,19.35,11.45,6.87
"Schreiber, John",Mid American,Kent St.,Jr,P,,,14.2,78,182,12.82,14.1,-1.28,0.317,0.436,0.397,0.374,14.1,28.21,9.2,5.61
"Schreiber, Max",Big 10,Nebraska,Fr,P,,,11,56,202,8.93,8.93,0,0.311,0.393,0.378,0.34,28.57,17.86,9.82,5.6
"Schriever, Blake",Big West,CSUN,Fr,P,,,33.2,140,526,20.71,10.71,10,0.205,0.3,0.336,0.283,21.43,27.14,3.74,3.72
"Schrimmer, Brian",Missouri Valley,Bradley,Jr,P,,,20.1,85,320,36.47,21.18,15.29,0.108,0.306,0.154,0.24,18.82,12.94,1.33,2.9
"Schroeder, Dillon",Mid American,Eastern Mich.,Fr,P,,,24,111,324,11.71,7.21,4.5,0.309,0.378,0.443,0.355,24.32,24.32,4.88,4.11
"Schuermann, Grant",Southern,Furman,Jr,P,,,81.1,353,1142,15.01,5.1,9.91,0.304,0.346,0.469,0.347,20.68,27.76,4.98,4.65
"Schulefand, Jordan",Atlantic 10,Richmond,Fr,UT,,,3.2,21,33,9.52,14.29,-4.77,0.353,0.429,0.647,0.438,19.05,23.81,7.36,8.77
"Schulfer, Austin",Horizon,Milwaukee,Sr,P,2018,574,91.1,387,1225,22.48,7.24,15.24,0.217,0.302,0.286,0.267,23.77,20.93,2.96,3.15
"Schulte, Eric",Metro Atlantic,Rider,Jr,P,,,2,17,50,23.53,35.29,-11.76,0.455,0.647,0.727,0.566,5.88,5.88,31.5,8.15
"Schulte, Trent",West Coast,Gonzaga,So,P,,,12.1,52,108,15.38,9.62,5.76,0.209,0.327,0.395,0.317,17.31,32.69,4.38,5.96
"Schultz, Andrew",SEC,Tennessee,So,P,,,8,42,152,21.43,21.43,0,0.313,0.476,0.406,0.401,21.43,9.52,11.25,6.27
"Schultz, Chandler",OVC,Belmont,Fr,P,,,23.2,115,334,13.91,9.57,4.34,0.363,0.435,0.578,0.432,26.96,15.65,12.17,5.69
"Schultz, Connor",Big East,Butler,Fr,P,,,36.1,165,113,21.21,7.27,13.94,0.291,0.333,0.392,0.312,20,22.42,4.46,2.93
"Schultz, Paxton",Western Athletic,Utah Valley,So,P,,,43.2,196,637,23.47,7.65,15.82,0.281,0.357,0.368,0.322,22.45,16.84,4.95,3.15
"Schultz, Zach",Mid American,Kent St.,So,P,,,13,61,124,18.03,4.92,13.11,0.296,0.377,0.667,0.435,24.59,19.67,9.69,9.07
"Schulze, Brett",Big 10,Minnesota,So,P,,,51.2,229,870,20.52,10.48,10.04,0.262,0.358,0.333,0.313,18.78,23.58,2.09,3.64
"Schunk, Aaron",SEC,Georgia,So,UT,,,30,119,200,26.05,4.2,21.85,0.221,0.252,0.274,0.232,21.85,26.05,3,2.01
"Schwab, Buck",Patriot,Lehigh,Sr,P,,,14,66,178,10.61,6.06,4.55,0.361,0.394,0.557,0.401,16.67,31.82,4.5,3.93
"Schwab, Davis",Missouri Valley,Missouri St.,Jr,P,,,23.1,106,416,18.87,12.26,6.61,0.239,0.34,0.375,0.314,20.75,23.58,5.01,4.49
"Schwab, Zemp",ASUN,Stetson,Fr,P,,,1.2,9,39,11.11,22.22,-11.11,0.429,0.556,0.571,0.487,0,33.33,5.4,6.48
"Schwaner, Clay",Southern,Wofford,Fr,P,,,48,229,624,11.35,6.99,4.36,0.32,0.371,0.505,0.37,27.51,20.52,6.94,5.54
"Schwarz, Brent",Conference USA,Rice,Jr,P,,,1.1,7,12,28.57,0,28.57,0.429,0.429,0.571,0.428,14.29,14.29,6.75,-0.49
"Schweers, Nate",Horizon,Oakland,Sr,P,,,47.1,209,552,24.88,7.66,17.22,0.247,0.321,0.341,0.293,17.7,22.97,3.42,2.89
"Scolaro, Jonah",ACC,Florida St,Fr,P,,,44.2,204,803,29.41,8.82,20.59,0.26,0.348,0.339,0.309,17.16,17.65,3.43,2.72
"Scott, Adam",Southern,Wofford,Sr,P,2018,133,103.1,428,1477,32.01,4.21,27.8,0.238,0.283,0.362,0.28,22.9,15.42,3.14,2.66
"Scott, Derek",Southland,Abilene Christian,Jr,OF,,,28.1,129,465,11.63,9.3,2.33,0.266,0.341,0.358,0.307,24.81,25.58,5.4,4.14
"Scott, Drew",Ivy League,Yale,Sr,P,,,10.1,54,127,27.78,20.37,7.41,0.256,0.444,0.282,0.35,12.96,12.96,6.1,4.34
"Scott, Jarred",Southland,Nicholls St.,Sr,P,,,16.2,81,292,18.52,16.05,2.47,0.238,0.395,0.381,0.35,20.99,19.75,7.02,5.25
"Scovill, Chase",Southern,ETSU,Fr,P,,,0.1,3,9,0,0,0,0.667,0.667,1.667,0.964,0,33.33,0,133.15
"Screier, Jonathan",Northeast,LIU Brooklyn,Jr,P,,,0.1,10,28,0,30,-30,0.857,0.9,1.571,0.917,10,0,135,223.15
"Scroggins, Cody",SEC,Arkansas,So,INF,,,15.2,74,257,24.32,16.22,8.1,0.2,0.351,0.283,0.299,16.22,24.32,4.6,4.4
"Scruggs, Turner",Big South,Winthrop,So,P,,,9,43,104,13.95,16.28,-2.33,0.242,0.395,0.424,0.362,13.95,30.23,8,7.7
"Seabrooke, Trey",Patriot,Navy,So,P,,,25.1,109,235,15.6,10.09,5.51,0.245,0.321,0.296,0.279,25.69,26.61,4.62,3.11
"Sebby, Michael",Missouri Valley,Illinois St.,So,P,,,21.2,98,376,26.53,8.16,18.37,0.241,0.327,0.448,0.335,20.41,20.41,4.57,4.7
"Sebek, Ondrej",Western Athletic,Utah Valley,Sr,P,,,15.1,74,287,24.32,13.51,10.81,0.207,0.365,0.345,0.325,16.22,21.62,6.46,5.46
"Sechler, Connor",Missouri Valley,Missouri St.,Fr,P,,,54.1,238,783,24.79,9.24,15.55,0.208,0.328,0.289,0.285,16.81,23.95,2.98,3.5
"Seebach, Kyle",Mid American,Northern Ill.,Fr,P,,,3,21,12,14.29,14.29,0,0.438,0.571,1.188,0.677,9.52,19.05,30,23.48
"Seever, Jason",Pac 12,Arizona,Sr,P,,,7.1,36,106,22.22,8.33,13.89,0.258,0.361,0.387,0.334,25,16.67,2.45,4.84
"Sefcik, Quinten",Big 10,Illinois,Jr,P,,,25,117,355,18.8,11.11,7.69,0.28,0.376,0.39,0.34,29.91,12.82,4.32,4.35
"Segal, Alex",Missouri Valley,Wichita St.,Fr,P,,,21.1,94,363,31.91,12.77,19.14,0.187,0.34,0.24,0.28,19.15,13.83,3.8,2.86
"Seig, Hayden",Atlantic 10,Saint Josephs,So,P,,,23.1,115,411,26.09,14.78,11.31,0.272,0.4,0.446,0.37,16.52,15.65,8.1,5.53
"Seils, Josh",Colonial,Towson,Fr,P,,,29,164,521,9.15,17.68,-8.53,0.369,0.488,0.523,0.437,21.34,19.51,10.24,6.32
"Seitz, Graham",ACC,Virginia Tech,So,P,,,38.1,178,657,17.98,11.8,6.18,0.26,0.36,0.347,0.317,17.98,26.4,5.17,3.44
"Selby, Stone",OVC,Belmont,Fr,P,,,15.1,82,299,20.73,17.07,3.66,0.338,0.451,0.477,0.403,21.95,9.76,8.8,4.74
"Self, Riley",SEC,Mississippi St.,So,P,,,25.2,108,402,18.52,11.11,7.41,0.217,0.306,0.359,0.291,23.15,25,3.51,4.65
"Sellers, Ben",Summit League,Western Ill.,So,INF,,,6.2,38,129,28.95,23.68,5.27,0.286,0.474,0.393,0.396,7.89,15.79,5.4,4.44
"Sellers, Wil",Big South,Gardner-Webb,Sr,P,,,49.1,208,695,21.15,2.4,18.75,0.3,0.317,0.475,0.336,31.73,14.42,4.74,3.31
"Seltsam, Nathan",Northeast,Mt. St. Marys,Jr,P,,,1.1,16,26,0,31.25,-31.25,0.636,0.75,0.909,0.666,6.25,18.75,40.5,16.78
"Seminaris, Adam",Big West,Long Beach St.,Fr,P,,,57.2,252,945,17.46,6.35,11.11,0.279,0.333,0.363,0.306,27.38,19.84,4.84,3.39
"Senger, Dalton",ASUN,North Florida,Fr,P,,,1,6,NA,0,50,-50,0,0.5,0,0.345,16.67,33.33,9,12.15
"Senger, Mitchell",ASUN,Stetson,So,P,,,93.1,379,1357,30.08,7.39,22.69,0.197,0.264,0.239,0.229,24.27,16.62,2.51,2.07
"Sequeira, Gabriel",Southland,Sam Houston St.,So,P,,,58.1,247,891,20.65,7.69,12.96,0.251,0.316,0.342,0.29,21.46,24.29,3.7,3.47
"Sergent, Jordan",Big South,High Point,Sr,UT,,,32.1,159,480,9.43,10.69,-1.26,0.308,0.396,0.431,0.359,25.79,21.38,7.52,5.58
"Serio, Joshua",Horizon,Milwaukee,Sr,P,,,2,9,44,22.22,22.22,0,0.143,0.333,0.143,0.251,11.11,33.33,0,4.15
"Serratos, Oscar",ACC,Georgia Tech,Fr,INF,,,3.1,20,75,15,10,5,0.333,0.4,0.4,0.343,15,20,8.1,4.11
"Servello, John",Mid American,Toledo,Fr,P,,,2,12,31,33.33,41.67,-8.34,0.143,0.5,0.143,0.361,16.67,0,4.5,6.65
"Service, Kyle",Horizon,Northern Ky.,Fr,P,,,49.2,259,798,15.06,7.72,7.34,0.383,0.429,0.542,0.41,25.87,13.13,7.07,4.08
"Serwa, Kenny",OVC,SIUE,Jr,P,,,85,364,1281,15.66,4.12,11.54,0.275,0.308,0.404,0.306,28.3,24.18,4.45,3.36
"Sexton, Hunter",Conference USA,Marshall,So,P,,,24.2,114,375,25.44,11.4,14.04,0.226,0.351,0.344,0.315,19.3,18.42,5.11,4.72
"Seymour, Carson",Ivy League,Dartmouth,Fr,P,,,7.1,42,124,4.76,16.67,-11.91,0.406,0.548,0.656,0.507,19.05,21.43,18.41,8.64
"Seymour, Ian",ACC,Virginia Tech,Fr,P,,,69,299,1208,23.41,9.7,13.71,0.238,0.334,0.34,0.303,18.06,23.75,3.91,3.94
"Sgaramella, Mike",Big East,Villanova,Sr,P,,,35.2,173,479,18.5,6.94,11.56,0.373,0.416,0.536,0.403,21.39,15.61,8.58,3.72
"Shaffer, Trey",Southland,Southeastern LA.,Fr,OF,,,30,117,406,29.91,9.4,20.51,0.127,0.239,0.186,0.206,25.64,20.51,3.9,2.75
"Shane, Matt",Northeast,Central Conn. St.,Fr,P,,,22.2,109,127,13.76,12.84,0.92,0.33,0.413,0.479,0.386,21.1,22.94,7.54,4.86
"Shannahan, Gregory",ASUN,Jacksonville,Jr,P,,,30.2,147,468,19.05,12.24,6.81,0.258,0.381,0.458,0.365,21.09,20.41,4.99,5.93
"Shapiro, Joshua",Conference USA,Marshall,Jr,P,,,61.1,280,814,17.14,12.5,4.64,0.278,0.371,0.329,0.316,27.86,15.36,4.84,3.7
"Sharp, Brian",SEC,Missouri,Jr,INF,2018,770,33,135,523,22.22,7.41,14.81,0.24,0.311,0.38,0.302,21.48,24.44,3.27,3.69
"Sharp, Collin",Big 12,Baylor,Jr,P,,,1.2,10,21,10,20,-10,0.571,0.7,0.571,0.561,10,10,10.8,8.98
"Sharp, David",Mid-Eastern,Savannah St.,Fr,P,,,10.1,54,159,18.52,16.67,1.85,0.326,0.463,0.535,0.428,20.37,14.81,6.1,4.43
"Sharpe, Zarion",Colonial,UNCW,So,P,,,21.2,101,350,20.79,9.9,10.89,0.291,0.356,0.453,0.345,22.77,16.83,3.74,4.56
"Shaver, Jackson",Mid American,Eastern Mich.,Jr,P,,,63.1,285,901,16.14,8.42,7.72,0.281,0.365,0.454,0.356,13.68,32.98,5.97,5.37
"Shaw, Hal",Northeast,Sacred Heart,Jr,P,,,12,60,124,10,6.67,3.33,0.352,0.417,0.556,0.414,23.33,25,7.5,4.73
"Shaw, Kieran",Ivy League,Harvard,So,P,,,36.1,173,307,17.34,6.94,10.4,0.327,0.382,0.494,0.375,18.5,24.86,6.94,4.53
"Sheehan, Bodie",Colonial,William & Mary,Jr,P,,,86,371,556,16.71,4.04,12.67,0.287,0.315,0.395,0.307,23.45,27.49,4.5,3.02
"Sheehan, Charlie",Atlantic 10,Saint Louis,So,P,,,37.2,173,522,17.92,8.09,9.83,0.267,0.347,0.393,0.325,26.59,19.08,4.3,4.49
"Sheehan, Jack",ACC,Notre Dame,So,P,,,23.2,117,300,8.55,9.4,-0.85,0.34,0.41,0.51,0.392,21.37,26.5,6.85,5.22
"Sheehan, Tommy",ACC,Notre Dame,Fr,INF,,,62.2,288,984,9.38,14.24,-4.86,0.266,0.399,0.403,0.359,20.83,29.17,5.74,6.3
"Sheffield, Paul",Mid-Eastern,Savannah St.,Sr,P,,,28,116,199,20.69,7.76,12.93,0.257,0.319,0.381,0.306,17.24,29.31,3.54,3.9
"Sheinkop, Jordan",Atlantic 10,George Washington,Sr,P,,,4,22,102,9.09,18.18,-9.09,0.389,0.5,0.5,0.438,22.73,18.18,11.25,5.15
"Shell, Chase",Sun Belt,South Ala.,So,P,,,23,96,378,26.04,5.21,20.83,0.247,0.292,0.517,0.338,12.5,31.25,6.65,4.58
"Shelton, Cody",Southern,Samford,Jr,P,,,82,369,1215,18.97,8.67,10.3,0.256,0.347,0.364,0.316,23.85,20.87,3.29,4.11
"Shelton, Trent",Big West,Cal Poly,Sr,P,,,83.2,354,1224,19.21,4.24,14.97,0.292,0.319,0.383,0.303,24.58,22.6,3.33,2.71
"Shenefield, Hayden",Big West,CSUN,Sr,P,,,32.2,139,491,25.18,7.91,17.27,0.238,0.331,0.303,0.29,20.86,20.86,3.86,2.96
"Shereyk, Michael",OVC,SIUE,Jr,P,,,14.2,79,260,12.66,8.86,3.8,0.443,0.481,0.671,0.48,24.05,12.66,11.05,5.05
"Sheridan, Joe",AAC,UCF,So,P,,,56.1,257,890,19.07,14.4,4.67,0.224,0.342,0.273,0.285,29.96,12.84,3.36,3.65
"Sherley, Luke",Sun Belt,Texas State,Sr,INF,2018,405,1,3,13,66.67,0,66.67,0,0,0,0,0,33.33,0,-0.85
"Sherlin, Peyton",Missouri Valley,Dallas Baptist,Fr,P,,,19.1,94,330,17.02,15.96,1.06,0.307,0.436,0.44,0.388,27.66,10.64,7.91,5.66
"Sherman, John",OVC,Morehead St.,Fr,P,,,14,69,258,26.09,17.39,8.7,0.304,0.435,0.446,0.39,8.7,21.74,8.36,5.22
"Sherman, Zach",Pac 12,Arizona,So,P,,,18.1,75,251,32,6.67,25.33,0.194,0.253,0.194,0.208,25.33,14.67,2.45,1.49
"Sherrod, Cason",SEC,Texas A&M,Sr,P,2018,207,45.1,197,579,21.83,10.15,11.68,0.255,0.36,0.352,0.321,30.46,10.15,4.17,4.03
"Sherry, Austin",Horizon,Oakland,Jr,P,,,31.2,151,331,9.93,10.6,-0.67,0.29,0.358,0.466,0.351,24.5,27.15,6.25,6.22
